cpse_code,material_code,description,uom,category,subcategory,manufacturer,manufacturer_part_number,material_grade,size,pressure_class,voltage,power,frequency,diameter,schedule,seal_type,body_material,trim_material,end_connection,plant
GME,GME-SYN-153597,[SYN] GASKET GARLOCK CGHL-Q5T1-F7RU-5566-JSOI-IUS6 16.04 INCH 1500# RTJ SS304,EACH,CAT-GSK,Gasket,Garlock,CGHL-Q5T1-F7RU-5566-JSOI-IUS6,,16.04 inch,1500#,,,,,,,,,,PLANT-5
GME,GME-SYN-298392,[SYN] GASKET INCH SS304 1500# CGHL-Q5T1-F7RU-5566-JSOI-IUS6 16.04 GARLOCK RTJ,EACH,CAT-GSK,Gasket,Garlock,CGHL-Q5T1-F7RU-5566-JSOI-IUS6,,16.04 inch,1500#,,,,,,,,,,PLANT-4
CPI,CPI-SYN-791458,[SYN] MOTOR BALDOR WQ1M-WGJ2-LWSJ-W1F8-0G5V 1113.52 KW 9929 KV 60 HZ 3000 RPM TEFC,EACH,CAT-MTR,Motor,Baldor,WQ1M-WGJ2-LWSJ-W1F8-0G5V,,,,9929 KV,1113.52 kW,60 HZ,,,,,,,PLANT-5
CPI,CPI-SYN-840809,[SYN] MOTOR BALDOR WQ1M-WGJ2-LWSJ-W1F8-0G5V 1113.52 KW 9929 KV 60 HZ 3000 RPM TEFC,EACH,CAT-MTR,Motor,Baldor,WQ1M-WGJ2-LWSJ-W1F8-0G5V,,,,9929 KV,1113.52 kW,60 HZ,,,,,,,PLANT-4
NEC,NEC-SYN-676444,[SYN] INSTRUMENTATION YOKOGAWA RXIB-Z1PT-0MXL-26WB-Q51V 3937 PSI MODBUS 1/2 NPT 0.25%,EACH,CAT-INS,Instrumentation,Yokogawa,RXIB-Z1PT-0MXL-26WB-Q51V,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-404328,[SYN] INSTRUMENTATION YOKOGAWA RXIB-Z1PT-0MXL-26WB-Q51V 3937 PSI MODBUS 1/2 NPT 0.25%,EACH,CAT-INS,Instrumentation,Yokogawa,RXIB-Z1PT-0MXL-26WB-Q51V,,,,,,,,,,,,,PLANT-1
BUS,BUS-SYN-712189,[SYN] PPE ANSELL H0KD-UN06-BW2J-J4NH 11 POLYCARBONATE EN 397 YELLOW,EACH,CAT-PPE,PPE,Ansell,H0KD-UN06-BW2J-J4NH,,11,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-430989,[SYN] PPE 397 EN YELLOW POLYCARBONATE ANSELL H0KD-UN06-BW2J-J4NH 11,EACH,CAT-PPE,PPE,Ansell,H0KD-UN06-BW2J-J4NH,,11,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-245547,[SYN] PUMP FLOWSERVE 6IBR-YGOD-MI0T-60V3 10559 M3/H 2460 FT 1648.58 HP,EACH,CAT-PMP,Pump,Flowserve,6IBR-YGOD-MI0T-60V3,,,,,1648.58 HP,,,,,,,,PLANT-5
NEC,NEC-SYN-389928,[SYN] PUMP FLOWSERVE HP 10559 FT 1648.58 6IBR-YGOD-MI0T-60V3 2460 M3/H,EACH,CAT-PMP,Pump,Flowserve,6IBR-YGOD-MI0T-60V3,,,,,1648.58 HP,,,,,,,,PLANT-4
CPI,CPI-SYN-611432,[SYN] PPE DUPONT RN9L-RPVH-BQKO-9YJ9 10 POLYCARBONATE CE BLUE,EACH,CAT-PPE,PPE,DuPont,RN9L-RPVH-BQKO-9YJ9,,10,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-715214,[SYN] PPE DUPONT RN9L-RPVH-BQKO-9YJ9 10 POLYCARBONATE CE BLUE,EACH,CAT-PPE,PPE,DuPont,RN9L-RPVH-BQKO-9YJ9,,10,,,,,,,,,,,PLANT-5
GME,GME-SYN-971583,[SYN] GASKET FLEXITALLIC W5EY-JGJ3-I2DW-I5O3-7GKB-SKVY 62.12 INCH 600# CNAF GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Flexitallic,W5EY-JGJ3-I2DW-I5O3-7GKB-SKVY,,62.12 inch,600#,,,,,,,,,,PLANT-3
CPI,CPI-SYN-867744,[SYN] GASKET FLEXITALLIC W5EY-JGJ3-I2DW-I5O3-7GKB-SKVY 62.12 INCH 600# CNAF GRAPHITE/SS316,EACH,CAT-GSK,Gasket,Flexitallic,W5EY-JGJ3-I2DW-I5O3-7GKB-SKVY,,62.12 inch,600#,,,,,,,,,,PLANT-3
AHM,AHM-SYN-312299,[SYN] INSTRUMENTATION YOKOGAWA 92VE-0642-20SA-QPP5-41VK 9771 PSI HART SANITARY 0.25%,EACH,CAT-INS,Instrumentation,Yokogawa,92VE-0642-20SA-QPP5-41VK,,,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-444236,[SYN] INSTRUMENTATION 0.25% YOKOGAWA 92VE-0642-20SA-QPP5-41VK 9771 PSI HART SANITARY,EACH,CAT-INS,Instrumentation,Yokogawa,92VE-0642-20SA-QPP5-41VK,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-478350,[SYN] LUBRICANT MOBIL 6IZW ABFI RIQ1 - QK73 ISO VG 68 PAG NLGI 0 489 L,EACH,CAT-LUB,Lubricant,Mobil,6IZW ABFI RIQ1 - QK73,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-939472,[SYN] LUBRICANT 0 6IZW ABFI L PAG 68 VG QK73 MOBIL RIQ1 ISO 489 - NLGI,EACH,CAT-LUB,Lubricant,Mobil,6IZW ABFI RIQ1 - QK73,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-157627,[SYN] FLANGE CHW FORGE EOSJ-97U8-VWIS-JSP8-HCPP 10.54 INCH 150# LAP JOINT RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,CHW Forge,EOSJ-97U8-VWIS-JSP8-HCPP,,10.54 inch,150#,,,,,,,,,,PLANT-3
GME,GME-SYN-238636,[SYN] FLANGE CHW FORGE EOSJ-97U8-VWIS-JSP8-HCPP 10.54 INCH 150# LAP JOINT RING TYPE JOINT (RTJ),EACH,CAT-FLG,Flange,CHW Forge,EOSJ-97U8-VWIS-JSP8-HCPP,,10.54 inch,150#,,,,,,,,,,PLANT-4
GME,GME-SYN-598230,[SYN] BEARING NSK O6GJY4NY0UUA (E.G. 6204-2RS1/C3) 508 MM 628 MM 186 MM 2RS,EACH,CAT-BRG,Bearing,NSK,O6GJY4NY0UUA (e.g. 6204-2RS1/C3),,,,,,,,,2RS,,,,PLANT-5
GME,GME-SYN-194967,[SYN] BRNG NSK O6GJY4NY0UUA (E.G. 6204-2RS1/C3) 508 MM 628 MM 186 MM 2RS,EACH,CAT-BRG,Bearing,NSK,O6GJY4NY0UUA (e.g. 6204-2RS1/C3),,,,,,,,,2RS,,,,PLANT-1
AHM,AHM-SYN-848753,[SYN] INSTRUMENTATION ENDRESS+HAUSER IU1K-KMA0-RT8V-PLPX-KT81 562 DEGC PROFIBUS 1/4 NPT 0.1%,EACH,CAT-INS,Instrumentation,Endress+Hauser,IU1K-KMA0-RT8V-PLPX-KT81,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-529130,[SYN] INSTRUMENTATION ENDRESS+HAUSER IU1K-KMA0-RT8V-PLPX-KT81 562 DEGC PROFIBUS 1/4 NPT 0.1%,EACH,CAT-INS,Instrumentation,Endress+Hauser,IU1K-KMA0-RT8V-PLPX-KT81,,,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-522697,[SYN] PUMP SULZER 0N4C-1OHS-G73Z-7ZX7 1803 M3/H 464 M 2918.05 KW,EACH,CAT-PMP,Pump,Sulzer,0N4C-1OHS-G73Z-7ZX7,,,,,2918.05 KW,,,,,,,,PLANT-2
GME,GME-SYN-669187,[SYN] PMP 0N4C-1OHS-G73Z-7ZX7 2918.05 M3/H 1803 SULZER KW M 464,EACH,CAT-PMP,Pump,Sulzer,0N4C-1OHS-G73Z-7ZX7,,,,,2918.05 KW,,,,,,,,PLANT-1
NEC,NEC-SYN-868302,[SYN] VALVE VELAN 6G8U-J806-215B-HCAB-HQXQ-W394 42.63 MM 900# WCB FLANGED,EACH,CAT-VLV,Valve,Velan,6G8U-J806-215B-HCAB-HQXQ-W394,,42.63 mm,900#,,,,,,,WCB,,Flanged,PLANT-1
NEC,NEC-SYN-251312,[SYN] VALVE VELAN 6G8U-J806-215B-HCAB-HQXQ-W394 42.63 MM 900# WCB FLANGED,EACH,CAT-VLV,Valve,Velan,6G8U-J806-215B-HCAB-HQXQ-W394,,42.63 mm,900#,,,,,,,WCB,,Flanged,PLANT-2
GME,GME-SYN-526248,[SYN] FASTENER KAMAX GV5U-IX4NXW647-S9C6-BOH8 6 INCH 209 MM A2-70 UNC,EACH,CAT-FST,Fastener,Kamax,GV5U-IX4NxW647-S9C6-BOH8,,,,,,,6 inch,,,,,,PLANT-5
AHM,AHM-SYN-767231,[SYN] FASTENER MM 6 A2-70 UNC INCH GV5U-IX4NXW647-S9C6-BOH8 209 KAMAX,EACH,CAT-FST,Fastener,Kamax,GV5U-IX4NxW647-S9C6-BOH8,,,,,,,6 inch,,,,,,PLANT-3
NEC,NEC-SYN-204235,[SYN] VALVE FLOWSERVE L922-SLQ3-7O0F-Y1Y6-JFR7-Q0QZ 4.08 INCH PN16 LCC WAFER,EACH,CAT-VLV,Valve,Flowserve,L922-SLQ3-7O0F-Y1Y6-JFR7-Q0QZ,,4.08 inch,PN16,,,,,,,LCC,,Wafer,PLANT-4
GME,GME-SYN-945637,[SYN] VALVE FLOWSERVE L922-SLQ3-7O0F-Y1Y6-JFR7-Q0QZ 4.08 INCH PN16 LCC WAFER,EACH,CAT-VLV,Valve,Flowserve,L922-SLQ3-7O0F-Y1Y6-JFR7-Q0QZ,,4.08 inch,PN16,,,,,,,LCC,,Wafer,PLANT-3
AHM,AHM-SYN-225893,[SYN] ELECTRICAL COMPONENT SIEMENS CRXU-7706-T2R3-HT0L 2973.35 A 765652 KV 4P 72 KA,EACH,CAT-ELC,Electrical Component,Siemens,CRXU-7706-T2R3-HT0L,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-815950,[SYN] ELECTRICAL KV KA 72 A COMPONENT 2973.35 SIEMENS 4P 765652 CRXU-7706-T2R3-HT0L,EACH,CAT-ELC,Electrical Component,Siemens,CRXU-7706-T2R3-HT0L,,,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-118515,[SYN] PIPE VALLOUREC A4TA-MWUJ-6ASL-8SZO-IJ6Y 24.03 MM SCH10 API 5L X52 8 FT,EACH,CAT-PIP,Pipe,Vallourec,A4TA-MWUJ-6ASL-8SZO-IJ6Y,API 5L X52,,,,,,24.03 mm,SCH10,,,,,PLANT-3
AHM,AHM-SYN-317092,[SYN] PIPE VALLOUREC A4TA-MWUJ-6ASL-8SZO-IJ6Y 24.03 MM SCH10 API 5L X52 8 FT,EACH,CAT-PIP,Pipe,Vallourec,A4TA-MWUJ-6ASL-8SZO-IJ6Y,API 5L X52,,,,,,24.03 mm,SCH10,,,,,PLANT-2
NEC,NEC-SYN-242638,[SYN] PUMP FLOWSERVE 4EIJ-XOT1-5KLW-VVEU 2537 GPM 989 FT 4814.89 KW,EACH,CAT-PMP,Pump,Flowserve,4EIJ-XOT1-5KLW-VVEU,,,,,4814.89 KW,,,,,,,,PLANT-4
CPI,CPI-SYN-331326,[SYN] PMP FLOWSERVE 4EIJ-XOT1-5KLW-VVEU 2537 GPM 989 FT 4814.89 KW,EACH,CAT-PMP,Pump,Flowserve,4EIJ-XOT1-5KLW-VVEU,,,,,4814.89 KW,,,,,,,,PLANT-4
GME,GME-SYN-724297,[SYN] GASKET FLEXITALLIC OJAT-0FFE-927B-KN29-ZQCC-QQZ9 4.3 INCH 600# RTJ PTFE,EACH,CAT-GSK,Gasket,Flexitallic,OJAT-0FFE-927B-KN29-ZQCC-QQZ9,,4.3 inch,600#,,,,,,,,,,PLANT-5
CPI,CPI-SYN-185517,[SYN] GASKET FLEXITALLIC OJAT-0FFE-927B-KN29-ZQCC-QQZ9 4.3 INCH 600# RTJ PTFE,EACH,CAT-GSK,Gasket,Flexitallic,OJAT-0FFE-927B-KN29-ZQCC-QQZ9,,4.3 inch,600#,,,,,,,,,,PLANT-4
AHM,AHM-SYN-273189,[SYN] VALVE KITZ 0PWP-MFZO-IIHO-PZM7-V27U-MP1O 6.45 MM 600# DUCTILE IRON LUG,EACH,CAT-VLV,Valve,KITZ,0PWP-MFZO-IIHO-PZM7-V27U-MP1O,,6.45 mm,600#,,,,,,,Ductile Iron,,Lug,PLANT-2
CPI,CPI-SYN-143685,[SYN] VALVE KITZ 0PWP-MFZO-IIHO-PZM7-V27U-MP1O 6.45 MM 600# DUCTILE IRON LUG,EACH,CAT-VLV,Valve,KITZ,0PWP-MFZO-IIHO-PZM7-V27U-MP1O,,6.45 mm,600#,,,,,,,Ductile Iron,,Lug,PLANT-3
BUS,BUS-SYN-278852,[SYN] FLANGE GALPERTI V3GO-UIYJ-TEUX-PMZ3-CFX9 52.26 MM 150# WELD NECK RAISED FACE (RF),EACH,CAT-FLG,Flange,Galperti,V3GO-UIYJ-TEUX-PMZ3-CFX9,,52.26 mm,150#,,,,,,,,,,PLANT-5
CPI,CPI-SYN-206458,[SYN] FLANGE V3GO-UIYJ-TEUX-PMZ3-CFX9 RAISED GALPERTI (RF) 150# WELD NECK 52.26 FACE MM,EACH,CAT-FLG,Flange,Galperti,V3GO-UIYJ-TEUX-PMZ3-CFX9,,52.26 mm,150#,,,,,,,,,,PLANT-5
AHM,AHM-SYN-582261,[SYN] ELECTRICAL COMPONENT EATON NZ3F-4RWV-TQY7-8TMV 2678.97 KA 490443 KV 1P 44 KA,EACH,CAT-ELC,Electrical Component,Eaton,NZ3F-4RWV-TQY7-8TMV,,,,,,,,,,,,,PLANT-4
BUS,BUS-SYN-388307,[SYN] ELECTRICAL KA 2678.97 COMPONENT 44 1P KA KV EATON 490443 NZ3F-4RWV-TQY7-8TMV,EACH,CAT-ELC,Electrical Component,Eaton,NZ3F-4RWV-TQY7-8TMV,,,,,,,,,,,,,PLANT-1
NEC,NEC-SYN-988800,[SYN] ELECTRICAL COMPONENT EATON 0W6J-CJLH-JFUJ-33SE 5656.19 KA 268121 V 1P 119 KA,EACH,CAT-ELC,Electrical Component,Eaton,0W6J-CJLH-JFUJ-33SE,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-307877,[SYN] ELECTRICAL COMPONENT EATON 0W6J-CJLH-JFUJ-33SE 5656.19 KA 268121 V 1P 119 KA,EACH,CAT-ELC,Electrical Component,Eaton,0W6J-CJLH-JFUJ-33SE,,,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-863650,[SYN] GASKET GARLOCK JNUH-UN23-8FRX-98GG-Y6SZ-GN8D 29.0 INCH 900# CNAF SOFT IRON,EACH,CAT-GSK,Gasket,Garlock,JNUH-UN23-8FRX-98GG-Y6SZ-GN8D,,29.0 inch,900#,,,,,,,,,,PLANT-1
CPI,CPI-SYN-799630,[SYN] GASKET GARLOCK JNUH-UN23-8FRX-98GG-Y6SZ-GN8D 29.0 INCH 900# CNAF SOFT IRON,EACH,CAT-GSK,Gasket,Garlock,JNUH-UN23-8FRX-98GG-Y6SZ-GN8D,,29.0 inch,900#,,,,,,,,,,PLANT-1
GME,GME-SYN-451375,[SYN] PPE DUPONT IIOM-E97I-4HMY-A0NJ 10 LEATHER ANSI YELLOW,EACH,CAT-PPE,PPE,DuPont,IIOM-E97I-4HMY-A0NJ,,10,,,,,,,,,,,PLANT-1
AHM,AHM-SYN-618339,[SYN] PPE DUPONT IIOM-E97I-4HMY-A0NJ 10 LEATHER ANSI YELSOW,EACH,CAT-PPE,PPE,DuPont,IIOM-E97I-4HMY-A0NJ,,10,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-175763,[SYN] INSTRUMENTATION WIKA QNUI-M1DZ-BFAY-XF9W-2EPA 5342 PSI 0-10V 1/2 NPT 0.5%,EACH,CAT-INS,Instrumentation,WIKA,QNUI-M1DZ-BFAY-XF9W-2EPA,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-967574,[SYN] INSTRUMENTATION WIKA QNUI-M1DZ-BFAY-XF9W-2EPA 5342 PSI 0-10V 1/2 NPT 0.5%,EACH,CAT-INS,Instrumentation,WIKA,QNUI-M1DZ-BFAY-XF9W-2EPA,,,,,,,,,,,,,PLANT-4
NEC,NEC-SYN-545243,[SYN] MOTOR CROMPTON GREAVES R98A-BLGB-RQKT-XNZU-FHJZ 2997.47 KW 7760 KV 60 HZ 1200 RPM TENV,EACH,CAT-MTR,Motor,Crompton Greaves,R98A-BLGB-RQKT-XNZU-FHJZ,,,,7760 KV,2997.47 kW,60 HZ,,,,,,,PLANT-1
GME,GME-SYN-853368,[SYN] MOTOR CROMPTON KV KW RPM 2997.47 7760 60 R98A-BLGB-RQKT-XNZU-FHJZ GREAVES HZ 1200 TENV,EACH,CAT-MTR,Motor,Crompton Greaves,R98A-BLGB-RQKT-XNZU-FHJZ,,,,7760 KV,2997.47 kW,60 HZ,,,,,,,PLANT-4
BUS,BUS-SYN-765832,[SYN] LUBRICANT KLÜBER 4FV8 D2GH 8M6E - 8XYH ISO VG 46 SYNTHETIC (PAO) NLGI 0 290 L,EACH,CAT-LUB,Lubricant,Klüber,4FV8 D2GH 8M6E - 8XYH,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-493555,[SYN] LUBRICANT D2GH - ISO 0 (PAO) NLGI 8M6E L 46 KLÜBER 290 4FV8 SYNTHETIC VG 8XYH,EACH,CAT-LUB,Lubricant,Klüber,4FV8 D2GH 8M6E - 8XYH,,,,,,,,,,,,,PLANT-4
GME,GME-SYN-873241,[SYN] FLANGE GALPERTI 541B-1YEH-D736-IJ4C-EQGT 62.19 INCH 300# BLIND RAISED FACE (RF),EACH,CAT-FLG,Flange,Galperti,541B-1YEH-D736-IJ4C-EQGT,,62.19 inch,300#,,,,,,,,,,PLANT-5
GME,GME-SYN-372320,[SYN] FLANGE GALPERTI 541B-1YEH-D736-IJ4C-EQGT 62.19 INCH 300# BLIND RAISED FACE (RF),EACH,CAT-FLG,Flange,Galperti,541B-1YEH-D736-IJ4C-EQGT,,62.19 inch,300#,,,,,,,,,,PLANT-5
AHM,AHM-SYN-664021,[SYN] BEARING NSK 6C55POP0XZPC (E.G. 6204-2RS1/C3) 108 INCH 95 INCH 104 INCH OPEN,EACH,CAT-BRG,Bearing,NSK,6C55POP0XZPC (e.g. 6204-2RS1/C3),,,,,,,,,Open,,,,PLANT-3
BUS,BUS-SYN-379462,[SYN] BEARING 108 INCH INCH 104 OPEN 6204-2RS1/C3) INCH NSK 95 6C55POP0XZPC (E.G.,EACH,CAT-BRG,Bearing,NSK,6C55POP0XZPC (e.g. 6204-2RS1/C3),,,,,,,,,Open,,,,PLANT-1
AHM,AHM-SYN-557512,[SYN] INSTRUMENTATION WIKA P9PK-2MHC-O81H-F21R-2R1E 8119 DEGC 0-10V SANITARY 1.0%,EACH,CAT-INS,Instrumentation,WIKA,P9PK-2MHC-O81H-F21R-2R1E,,,,,,,,,,,,,PLANT-5
GME,GME-SYN-425688,[SYN] INSTRUMENTATION SANITARY 1.0% DEGC 8119 P9PK-2MHC-O81H-F21R-2R1E WIKA 0-10V,EACH,CAT-INS,Instrumentation,WIKA,P9PK-2MHC-O81H-F21R-2R1E,,,,,,,,,,,,,PLANT-3
NEC,NEC-SYN-975516,[SYN] PPE DUPONT FLKA-8FLQ-IBI9-UXI5 S KEVLAR CE HI-VIS,EACH,CAT-PPE,PPE,DuPont,FLKA-8FLQ-IBI9-UXI5,,S,,,,,,,,,,,PLANT-1
CPI,CPI-SYN-348614,[SYN] PPE DUPONT FLKA-8FLQ-IBI9-UXI5 S KEVLAR CE HI-VIS,EACH,CAT-PPE,PPE,DuPont,FLKA-8FLQ-IBI9-UXI5,,S,,,,,,,,,,,PLANT-3
AHM,AHM-SYN-304214,[SYN] CABLE POLYCAB 0C41C X PMAH SQMM KNMC/3VZA KJ7E 37 EACH 63.72 AWG 3.3KV EPR,EACH,CAT-CBL,Cable,Polycab,0C41C x PMAH sqmm KNMC/3VZA KJ7E,,,,,,,,,,,,,PLANT-5
GME,GME-SYN-160811,[SYN] CABLE POLYCAB 0C41C X PMAH SQMM KNMC/3VZA KJ7E 37 EACH 63.72 AWG 3.3KV EPR,EACH,CAT-CBL,Cable,Polycab,0C41C x PMAH sqmm KNMC/3VZA KJ7E,,,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-487190,[SYN] FASTENER HILTI 9EI8-BGI0XUPJJ-0MOZ-MN77 38 MM 230 MM 12.9 UNF,EACH,CAT-FST,Fastener,Hilti,9EI8-BGI0xUPJJ-0MOZ-MN77,,,,,,,38 mm,,,,,,PLANT-1
GME,GME-SYN-615135,[SYN] FASTENER HILTI 9EI8-BGI0XUPJJ-0MOZ-MN77 38 MM 230 MM 12.9 UNF,EACH,CAT-FST,Fastener,Hilti,9EI8-BGI0xUPJJ-0MOZ-MN77,,,,,,,38 mm,,,,,,PLANT-5
GME,GME-SYN-181874,[SYN] MOTOR SIEMENS VTK9-AZNJ-ALMQ-9C2L-TKPG 3119.41 KW 6953 V 50 HZ 3600 RPM ODP,EACH,CAT-MTR,Motor,Siemens,VTK9-AZNJ-ALMQ-9C2L-TKPG,,,,6953 V,3119.41 kW,50 HZ,,,,,,,PLANT-1
BUS,BUS-SYN-568417,[SYN] MOTOR ODP V RPM 3600 KW 50 HZ 6953 3119.41 VTK9-AZNJ-ALMQ-9C2L-TKPG SIEMENS,EACH,CAT-MTR,Motor,Siemens,VTK9-AZNJ-ALMQ-9C2L-TKPG,,,,6953 V,3119.41 kW,50 HZ,,,,,,,PLANT-1
GME,GME-SYN-977744,[SYN] MOTOR SIEMENS CGXQ-CZ9D-4P93-IFFJ-GHIT 830.81 HP 5723 KV 60 HZ 3600 RPM TENV,EACH,CAT-MTR,Motor,Siemens,CGXQ-CZ9D-4P93-IFFJ-GHIT,,,,5723 KV,830.81 HP,60 HZ,,,,,,,PLANT-1
AHM,AHM-SYN-153867,[SYN] MOTOR SIEMENS CGXQ-CZ9D-4P93-IFFJ-GHIT 830.81 HP 5723 KV 60 HZ 3600 RPM TENV,EACH,CAT-MTR,Motor,Siemens,CGXQ-CZ9D-4P93-IFFJ-GHIT,,,,5723 KV,830.81 HP,60 HZ,,,,,,,PLANT-2
AHM,AHM-SYN-778464,[SYN] FASTENER BOSSARD Q4U4-KJ53XSBBS-QBXI-W8RW 79 MM 263 INCH 12.9 METRIC FINE,EACH,CAT-FST,Fastener,Bossard,Q4U4-KJ53xSBBS-QBXI-W8RW,,,,,,,79 mm,,,,,,PLANT-5
CPI,CPI-SYN-197333,[SYN] FASTENER BOSSARD Q4U4-KJ53XSBBS-QBXI-W8RW 79 MM 263 INCH 12.9 METRIC FINE,EACH,CAT-FST,Fastener,Bossard,Q4U4-KJ53xSBBS-QBXI-W8RW,,,,,,,79 mm,,,,,,PLANT-2
BUS,BUS-SYN-435908,[SYN] ELECTRICAL COMPONENT ABB 9L9J-9MOV-R195-V1JS 5555.85 A 518967 V 1P 88 KA,EACH,CAT-ELC,Electrical Component,ABB,9L9J-9MOV-R195-V1JS,,,,,,,,,,,,,PLANT-4
AHM,AHM-SYN-575206,[SYN] ELECTRICAL 88 V ABB 1P COMPONENT A KA 518967 5555.85 9L9J-9MOV-R195-V1JS,EACH,CAT-ELC,Electrical Component,ABB,9L9J-9MOV-R195-V1JS,,,,,,,,,,,,,PLANT-5
BUS,BUS-SYN-703421,[SYN] PPE ANSELL PVLP-A436-3S3N-57G6 10 NITRILE CE RED,EACH,CAT-PPE,PPE,Ansell,PVLP-A436-3S3N-57G6,,10,,,,,,,,,,,PLANT-2
NEC,NEC-SYN-816339,[SYN] PPE ANSELL PVLP-A436-3S3N-57G6 10 NITRILE CE RED,EACH,CAT-PPE,PPE,Ansell,PVLP-A436-3S3N-57G6,,10,,,,,,,,,,,PLANT-2
GME,GME-SYN-592213,[SYN] GASKET KLINGER R81Z-CRS1-LU2O-CTB9-RG3B-FYCP 37.24 INCH 600# CNAF SS304,EACH,CAT-GSK,Gasket,Klinger,R81Z-CRS1-LU2O-CTB9-RG3B-FYCP,,37.24 inch,600#,,,,,,,,,,PLANT-1
CPI,CPI-SYN-691643,[SYN] GASKET KLINGER R81Z-CRS1-LU2O-CTB9-RG3B-FYCP 37.24 INCH 600# CNAF SS304,EACH,CAT-GSK,Gasket,Klinger,R81Z-CRS1-LU2O-CTB9-RG3B-FYCP,,37.24 inch,600#,,,,,,,,,,PLANT-1
BUS,BUS-SYN-334628,[SYN] MOTOR SIEMENS 0E0W-QNJB-BYXY-GU15-QQAP 9981.92 KW 1116 V 50 HZ 750 RPM ODP,EACH,CAT-MTR,Motor,Siemens,0E0W-QNJB-BYXY-GU15-QQAP,,,,1116 V,9981.92 kW,50 HZ,,,,,,,PLANT-5
AHM,AHM-SYN-527189,[SYN] MTR SIEMENS 0E0W-QNJB-BYXY-GU15-QQAP 9981.92 KW 1116 V 50 HZ 750 RPM ODP,EACH,CAT-MTR,Motor,Siemens,0E0W-QNJB-BYXY-GU15-QQAP,,,,1116 V,9981.92 kW,50 HZ,,,,,,,PLANT-4
NEC,NEC-SYN-747067,[SYN] CABLE HAVELLS M0ROC X ZY9H SQMM 3RDI/XCCQ 07B7 96 EACH 412.58 AWG 11KV EPR,EACH,CAT-CBL,Cable,Havells,M0ROC x ZY9H sqmm 3RDI/XCCQ 07B7,,,,,,,,,,,,,PLANT-3
CPI,CPI-SYN-926736,[SYN] CABLE HAVELLS M0ROC X ZY9H SQMM 3RDI/XCCQ 07B7 96 EACH 412.58 AWG 11KV EPR,EACH,CAT-CBL,Cable,Havells,M0ROC x ZY9H sqmm 3RDI/XCCQ 07B7,,,,,,,,,,,,,PLANT-5
NEC,NEC-SYN-136858,[SYN] CABLE NEXANS AE3LC X QJRT SQMM X205/ADKW Z3KE 62 EACH 832.59 AWG 33KV PVC,EACH,CAT-CBL,Cable,Nexans,AE3LC x QJRT sqmm X205/ADKW Z3KE,,,,,,,,,,,,,PLANT-5
AHM,AHM-SYN-336814,[SYN] CABLE NEXANS AWG QJRT 832.59 SQMM 33KV PVC X205/ADKW X Z3KE EACH 62 AE3LC,EACH,CAT-CBL,Cable,Nexans,AE3LC x QJRT sqmm X205/ADKW Z3KE,,,,,,,,,,,,,PLANT-4
CPI,CPI-SYN-971540,[SYN] MOTOR CROMPTON GREAVES 3N5D-AMX3-5SDM-QUFL-9LT4 9981.25 KW 3619 V 50 HZ 1800 RPM TEFC,EACH,CAT-MTR,Motor,Crompton Greaves,3N5D-AMX3-5SDM-QUFL-9LT4,,,,3619 V,9981.25 kW,50 HZ,,,,,,,PLANT-1
GME,GME-SYN-761111,[SYN] MTR CROMPTON GREAVES 3N5D-AMX3-5SDM-QUFL-9LT4 9981.25 KW 3619 V 50 HZ 1800 RPM TEFC,EACH,CAT-MTR,Motor,Crompton Greaves,3N5D-AMX3-5SDM-QUFL-9LT4,,,,3619 V,9981.25 kW,50 HZ,,,,,,,PLANT-5
GME,GME-SYN-453182,[SYN] BEARING SKF AYJ2FGTFYOZJ (E.G. 6204-2RS1/C3) 591 INCH 351 MM 429 MM NR,EACH,CAT-BRG,Bearing,SKF,AYJ2FGTFYOZJ (e.g. 6204-2RS1/C3),,,,,,,,,NR,,,,PLANT-5
GME,GME-SYN-357544,[SYN] BRNG SKF AYJ2FGTFYOZJ (E.G. 6204-2RS1/C3) 591 INCH 351 MM 429 MM NR,EACH,CAT-BRG,Bearing,SKF,AYJ2FGTFYOZJ (e.g. 6204-2RS1/C3),,,,,,,,,NR,,,,PLANT-1
